,Date,Symbol,Momentum,Adj Close,Capitalization,Industry,Invest_Amount,Shares
20114,2020-11-06,LAURUSLABS,0.10069348127600555,275.96182250976557,SMALLCAP,PHARMA,20138.69625520111,73.0
20110,2020-11-06,ADANIGREEN,0.10069348127600555,860.0,LARGE,POWER,20138.69625520111,23.0
20113,2020-11-06,IOLCP,0.10069348127600555,691.5499877929688,SMALLCAP,PHARMA,20138.69625520111,29.0
20115,2020-11-06,ALKYLAMINE,0.09986130374479889,3297.300048828125,SMALLCAP,CHEMICALS,19972.260748959776,6.0
20116,2020-11-06,BSOFT,0.09958391123439667,179.7879638671875,SMALLCAP,IT,19916.782246879335,111.0
20117,2020-11-06,GRANULES,0.09930651872399446,371.25,SMALLCAP,PHARMA,19861.30374479889,53.0
20118,2020-11-06,DIXON,0.09902912621359224,10015.0,SMALLCAP,CONSUMER GOODS,19805.82524271845,2.0
20119,2020-11-06,SOLARA,0.09875173370319001,1091.3289794921877,SMALLCAP,PHARMA,19750.346740638004,18.0
20104,2020-11-05,LAURUSLABS,0.10069348127600555,281.1959228515625,SMALLCAP,PHARMA,20138.69625520111,72.0
20100,2020-11-05,ADANIGREEN,0.10069348127600555,854.5999755859375,LARGE,POWER,20138.69625520111,24.0
20101,2020-11-05,AARTIDRUGS,0.10069348127600555,657.2000122070312,SMALLCAP,PHARMA,20138.69625520111,31.0
20102,2020-11-05,ALOKINDS,0.10069348127600555,22.85000038146973,SMALLCAP,TEXTILES,20138.69625520111,881.0
20103,2020-11-05,IOLCP,0.10069348127600555,696.4500122070312,SMALLCAP,PHARMA,20138.69625520111,29.0
20105,2020-11-05,ALKYLAMINE,0.09986130374479889,3160.0,SMALLCAP,CHEMICALS,19972.260748959776,6.0
20106,2020-11-05,GRANULES,0.09958391123439667,373.7999877929688,SMALLCAP,PHARMA,19916.782246879335,53.0
20107,2020-11-05,DIXON,0.09930651872399446,10020.7998046875,SMALLCAP,CONSUMER GOODS,19861.30374479889,2.0
20108,2020-11-05,BSOFT,0.09902912621359224,185.0583038330078,SMALLCAP,IT,19805.82524271845,107.0
20109,2020-11-05,INDIAMART,0.09875173370319001,4820.7001953125,SMALLCAP,CONSUMER GOODS,19750.346740638004,4.0
20095,2020-11-04,ALKYLAMINE,0.09986130374479889,3005.39990234375,SMALLCAP,CHEMICALS,19972.260748959776,7.0
20090,2020-11-04,ADANIGREEN,0.10069348127600555,840.9000244140625,LARGE,POWER,20138.69625520111,24.0
20091,2020-11-04,AARTIDRUGS,0.10069348127600555,638.75,SMALLCAP,PHARMA,20138.69625520111,32.0
20092,2020-11-04,ALOKINDS,0.10069348127600555,22.200000762939453,SMALLCAP,TEXTILES,20138.69625520111,907.0
20093,2020-11-04,IOLCP,0.10069348127600555,650.5,SMALLCAP,PHARMA,20138.69625520111,31.0
20094,2020-11-04,LAURUSLABS,0.10069348127600555,276.36062622070307,SMALLCAP,PHARMA,20138.69625520111,73.0
20097,2020-11-04,BSOFT,0.09930651872399446,180.73265075683602,SMALLCAP,IT,19861.30374479889,110.0
20098,2020-11-04,DIXON,0.09902912621359224,9556.5498046875,SMALLCAP,CONSUMER GOODS,19805.82524271845,2.0
20099,2020-11-04,INDIAMART,0.09875173370319001,4852.4501953125,SMALLCAP,CONSUMER GOODS,19750.346740638004,4.0
20096,2020-11-04,GRANULES,0.09958391123439667,376.0499877929688,SMALLCAP,PHARMA,19916.782246879335,53.0
20084,2020-11-03,LAURUSLABS,0.10069348127600555,290.4677734375,SMALLCAP,PHARMA,20138.69625520111,69.0
20089,2020-11-03,INDIAMART,0.09875173370319001,4731.7998046875,SMALLCAP,CONSUMER GOODS,19750.346740638004,4.0
20088,2020-11-03,DIXON,0.09902912621359224,9509.650390625,SMALLCAP,CONSUMER GOODS,19805.82524271845,2.0
20087,2020-11-03,BSOFT,0.09930651872399446,179.6387939453125,SMALLCAP,IT,19861.30374479889,111.0
20086,2020-11-03,GRANULES,0.09958391123439667,373.5499877929688,SMALLCAP,PHARMA,19916.782246879335,53.0
20085,2020-11-03,ALKYLAMINE,0.09986130374479889,2879.449951171875,SMALLCAP,CHEMICALS,19972.260748959776,7.0
20083,2020-11-03,IOLCP,0.10069348127600555,651.0,SMALLCAP,PHARMA,20138.69625520111,31.0
20082,2020-11-03,ALOKINDS,0.10069348127600555,21.149999618530273,SMALLCAP,TEXTILES,20138.69625520111,952.0
20081,2020-11-03,AARTIDRUGS,0.10069348127600555,645.3499755859375,SMALLCAP,PHARMA,20138.69625520111,31.0
20080,2020-11-03,ADANIGREEN,0.10069348127600555,830.4000244140625,LARGE,POWER,20138.69625520111,24.0
20072,2020-11-02,ALKYLAMINE,0.10055478502080444,2889.550048828125,SMALLCAP,CHEMICALS,20110.957004160886,7.0
20073,2020-11-02,ALOKINDS,0.10055478502080444,21.5,SMALLCAP,TEXTILES,20110.957004160886,935.0
20074,2020-11-02,IOLCP,0.10055478502080444,655.25,SMALLCAP,PHARMA,20110.957004160886,31.0
20071,2020-11-02,AARTIDRUGS,0.10055478502080444,652.4500122070312,SMALLCAP,PHARMA,20110.957004160886,31.0
20070,2020-11-02,ADANIGREEN,0.10055478502080444,859.2000122070312,LARGE,POWER,20110.957004160886,23.0
20075,2020-11-02,LAURUSLABS,0.10055478502080444,299.93902587890625,SMALLCAP,PHARMA,20110.957004160886,67.0
20076,2020-11-02,GRANULES,0.09958391123439667,369.70001220703125,SMALLCAP,PHARMA,19916.782246879335,54.0
20078,2020-11-02,DIXON,0.09902912621359224,9507.7998046875,SMALLCAP,CONSUMER GOODS,19805.82524271845,2.0
20079,2020-11-02,JBCHEPHARM,0.09875173370319001,995.0,SMALLCAP,PHARMA,19750.346740638004,20.0
20077,2020-11-02,BSOFT,0.09930651872399446,173.52322387695312,SMALLCAP,IT,19861.30374479889,114.0
20064,2020-10-30,LAURUSLABS,0.10069348127600555,318.4328308105469,SMALLCAP,PHARMA,20138.69625520111,63.0
20069,2020-10-30,JBCHEPHARM,0.09875173370319001,1008.7000122070312,SMALLCAP,PHARMA,19750.346740638004,20.0
20068,2020-10-30,DIXON,0.09902912621359224,9299.2998046875,SMALLCAP,CONSUMER GOODS,19805.82524271845,2.0
20067,2020-10-30,BSOFT,0.09930651872399446,177.7494354248047,SMALLCAP,IT,19861.30374479889,112.0
20066,2020-10-30,GRANULES,0.09958391123439667,383.75,SMALLCAP,PHARMA,19916.782246879335,52.0
20065,2020-10-30,ALKYLAMINE,0.09986130374479889,2967.64990234375,SMALLCAP,CHEMICALS,19972.260748959776,7.0
20063,2020-10-30,IOLCP,0.10069348127600555,663.7999877929688,SMALLCAP,PHARMA,20138.69625520111,30.0
20062,2020-10-30,ALOKINDS,0.10069348127600555,21.850000381469727,SMALLCAP,TEXTILES,20138.69625520111,922.0
20061,2020-10-30,AARTIDRUGS,0.10069348127600555,678.3507690429688,SMALLCAP,PHARMA,20138.69625520111,30.0
20060,2020-10-30,ADANIGREEN,0.10069348127600555,856.4000244140625,LARGE,POWER,20138.69625520111,24.0
20051,2020-10-29,AARTIDRUGS,0.10055478502080444,672.9215698242188,SMALLCAP,PHARMA,20110.957004160886,30.0
20052,2020-10-29,ALKYLAMINE,0.10055478502080444,2962.14990234375,SMALLCAP,CHEMICALS,20110.957004160886,7.0
20056,2020-10-29,DIXON,0.09958391123439667,9048.599609375,SMALLCAP,CONSUMER GOODS,19916.782246879335,2.0
20050,2020-10-29,ADANIGREEN,0.10055478502080444,815.6500244140625,LARGE,POWER,20110.957004160886,25.0
20054,2020-10-29,IOLCP,0.10055478502080444,665.3499755859375,SMALLCAP,PHARMA,20110.957004160886,30.0
20053,2020-10-29,ALOKINDS,0.10055478502080444,21.399999618530273,SMALLCAP,TEXTILES,20110.957004160886,940.0
20057,2020-10-29,GRANULES,0.09930651872399446,381.8500061035156,SMALLCAP,PHARMA,19861.30374479889,52.0
20055,2020-10-29,LAURUSLABS,0.10055478502080444,328.9508972167969,SMALLCAP,PHARMA,20110.957004160886,61.0
20058,2020-10-29,JBCHEPHARM,0.09902912621359224,992.5499877929688,SMALLCAP,PHARMA,19805.82524271845,20.0
20059,2020-10-29,BSOFT,0.09875173370319001,173.67237854003906,SMALLCAP,IT,19750.346740638004,114.0
20040,2020-10-28,ADANIGREEN,0.10069348127600555,776.8499755859375,LARGE,POWER,20138.69625520111,26.0
20049,2020-10-28,INDIAMART,0.09875173370319001,4946.2001953125,SMALLCAP,CONSUMER GOODS,19750.346740638004,4.0
20048,2020-10-28,DIXON,0.09902912621359224,9180.5498046875,SMALLCAP,CONSUMER GOODS,19805.82524271845,2.0
20047,2020-10-28,JBCHEPHARM,0.09930651872399446,1012.6500244140624,SMALLCAP,PHARMA,19861.30374479889,20.0
20046,2020-10-28,GRANULES,0.09958391123439667,378.25,SMALLCAP,PHARMA,19916.782246879335,53.0
20045,2020-10-28,ALKYLAMINE,0.09986130374479889,3011.199951171875,SMALLCAP,CHEMICALS,19972.260748959776,7.0
20044,2020-10-28,LAURUSLABS,0.10069348127600555,321.57330322265625,SMALLCAP,PHARMA,20138.69625520111,63.0
20043,2020-10-28,IOLCP,0.10069348127600555,662.4500122070312,SMALLCAP,PHARMA,20138.69625520111,30.0
20042,2020-10-28,ALOKINDS,0.10069348127600555,21.950000762939453,SMALLCAP,TEXTILES,20138.69625520111,917.0
20041,2020-10-28,AARTIDRUGS,0.10069348127600555,640.8942260742188,SMALLCAP,PHARMA,20138.69625520111,31.0
20031,2020-10-27,AARTIDRUGS,0.10069348127600555,674.6151123046875,SMALLCAP,PHARMA,20138.69625520111,30.0
20032,2020-10-27,ALOKINDS,0.10069348127600555,22.149999618530273,SMALLCAP,TEXTILES,20138.69625520111,909.0
20035,2020-10-27,ALKYLAMINE,0.09986130374479889,2894.39990234375,SMALLCAP,CHEMICALS,19972.260748959776,7.0
20030,2020-10-27,ADANIGREEN,0.10069348127600555,739.9000244140625,LARGE,POWER,20138.69625520111,27.0
20034,2020-10-27,LAURUSLABS,0.10069348127600555,322.6201477050781,SMALLCAP,PHARMA,20138.69625520111,62.0
20033,2020-10-27,IOLCP,0.10069348127600555,656.1500244140625,SMALLCAP,PHARMA,20138.69625520111,31.0
20036,2020-10-27,GRANULES,0.09958391123439667,384.3999938964844,SMALLCAP,PHARMA,19916.782246879335,52.0
20037,2020-10-27,DIXON,0.09930651872399446,9489.5,SMALLCAP,CONSUMER GOODS,19861.30374479889,2.0
20038,2020-10-27,INDIAMART,0.09902912621359224,4999.5498046875,SMALLCAP,CONSUMER GOODS,19805.82524271845,4.0
20039,2020-10-27,JBCHEPHARM,0.09875173370319001,1033.5,SMALLCAP,PHARMA,19750.346740638004,19.0
20024,2020-10-26,LAURUSLABS,0.10069348127600555,314.89361572265625,SMALLCAP,PHARMA,20138.69625520111,64.0
20020,2020-10-26,ADANIGREEN,0.10069348127600555,704.7000122070312,LARGE,POWER,20138.69625520111,29.0
20021,2020-10-26,AARTIDRUGS,0.10069348127600555,710.0791625976562,SMALLCAP,PHARMA,20138.69625520111,28.0
20022,2020-10-26,ALOKINDS,0.10069348127600555,22.299999237060547,SMALLCAP,TEXTILES,20138.69625520111,903.0
20023,2020-10-26,IOLCP,0.10069348127600555,666.25,SMALLCAP,PHARMA,20138.69625520111,30.0
20025,2020-10-26,ALKYLAMINE,0.09986130374479889,2922.25,SMALLCAP,CHEMICALS,19972.260748959776,7.0
20026,2020-10-26,GRANULES,0.09958391123439667,381.0022277832031,SMALLCAP,PHARMA,19916.782246879335,52.0
20027,2020-10-26,GMMPFAUDLR,0.09930651872399446,3650.39013671875,SMALLCAP,INDUSTRIAL MANUFACTURING,19861.30374479889,5.0
20028,2020-10-26,DIXON,0.09902912621359224,9522.599609375,SMALLCAP,CONSUMER GOODS,19805.82524271845,2.0
20029,2020-10-26,JBCHEPHARM,0.09875173370319001,1007.4500122070312,SMALLCAP,PHARMA,19750.346740638004,20.0
20014,2020-10-23,LAURUSLABS,0.10069348127600555,334.533935546875,SMALLCAP,PHARMA,20138.69625520111,60.0
20010,2020-10-23,ADANIGREEN,0.10069348127600555,720.2999877929688,LARGE,POWER,20138.69625520111,28.0
20011,2020-10-23,AARTIDRUGS,0.10069348127600555,747.43603515625,SMALLCAP,PHARMA,20138.69625520111,27.0
20012,2020-10-23,ALOKINDS,0.10069348127600555,23.20000076293945,SMALLCAP,TEXTILES,20138.69625520111,868.0
20013,2020-10-23,IOLCP,0.10069348127600555,674.25,SMALLCAP,PHARMA,20138.69625520111,30.0
20015,2020-10-23,ALKYLAMINE,0.09986130374479889,2991.199951171875,SMALLCAP,CHEMICALS,19972.260748959776,7.0
20017,2020-10-23,DIXON,0.09930651872399446,9809.2001953125,SMALLCAP,CONSUMER GOODS,19861.30374479889,2.0
20018,2020-10-23,GMMPFAUDLR,0.09902912621359224,3742.5146484375,SMALLCAP,INDUSTRIAL MANUFACTURING,19805.82524271845,5.0
20019,2020-10-23,BSOFT,0.09875173370319001,192.16827392578125,SMALLCAP,IT,19750.346740638004,103.0
20016,2020-10-23,GRANULES,0.09958391123439667,386.6985168457031,SMALLCAP,PHARMA,19916.782246879335,52.0
20005,2020-10-22,ALKYLAMINE,0.09986130374479889,3033.5,SMALLCAP,CHEMICALS,19972.260748959776,7.0
20009,2020-10-22,DIXON,0.09875173370319001,9494.9501953125,SMALLCAP,CONSUMER GOODS,19750.346740638004,2.0
20008,2020-10-22,BSOFT,0.09902912621359224,191.7207946777344,SMALLCAP,IT,19805.82524271845,103.0
20007,2020-10-22,GRANULES,0.09930651872399446,388.6472473144531,SMALLCAP,PHARMA,19861.30374479889,51.0
20006,2020-10-22,GMMPFAUDLR,0.09958391123439667,3766.657958984375,SMALLCAP,INDUSTRIAL MANUFACTURING,19916.782246879335,5.0
20004,2020-10-22,LAURUSLABS,0.10069348127600555,334.8330383300781,SMALLCAP,PHARMA,20138.69625520111,60.0
20003,2020-10-22,IOLCP,0.10069348127600555,677.9000244140625,SMALLCAP,PHARMA,20138.69625520111,30.0
20002,2020-10-22,ALOKINDS,0.10069348127600555,22.100000381469727,SMALLCAP,TEXTILES,20138.69625520111,911.0
20001,2020-10-22,AARTIDRUGS,0.10069348127600555,744.995361328125,SMALLCAP,PHARMA,20138.69625520111,27.0
20000,2020-10-22,ADANIGREEN,0.10069348127600555,726.9500122070312,LARGE,POWER,20138.69625520111,28.0
19991,2020-10-21,AARTIDRUGS,0.10041608876560333,766.1642456054688,SMALLCAP,PHARMA,20083.217753120665,26.0
19992,2020-10-21,ALKYLAMINE,0.10041608876560333,3086.0,SMALLCAP,CHEMICALS,20083.217753120665,7.0
19994,2020-10-21,GMMPFAUDLR,0.10041608876560333,3587.3076171875,SMALLCAP,INDUSTRIAL MANUFACTURING,20083.217753120665,6.0
19990,2020-10-21,ADANIGREEN,0.10041608876560333,692.3499755859375,LARGE,POWER,20083.217753120665,29.0
19993,2020-10-21,ALOKINDS,0.10041608876560333,21.850000381469727,SMALLCAP,TEXTILES,20083.217753120665,919.0
19995,2020-10-21,IOLCP,0.10041608876560333,678.5499877929688,SMALLCAP,PHARMA,20083.217753120665,30.0
19996,2020-10-21,LAURUSLABS,0.10041608876560333,332.839111328125,SMALLCAP,PHARMA,20083.217753120665,60.0
19997,2020-10-21,GRANULES,0.09930651872399446,386.0989074707031,SMALLCAP,PHARMA,19861.30374479889,51.0
19998,2020-10-21,JBCHEPHARM,0.09902912621359224,1022.0,SMALLCAP,PHARMA,19805.82524271845,19.0
19999,2020-10-21,DIXON,0.09875173370319001,9364.150390625,SMALLCAP,CONSUMER GOODS,19750.346740638004,2.0
19985,2020-10-20,GRANULES,0.10027739251040221,391.6952819824219,SMALLCAP,PHARMA,20055.47850208044,51.0
19980,2020-10-20,ADANIGREEN,0.10027739251040221,688.7000122070312,LARGE,POWER,20055.47850208044,29.0
19981,2020-10-20,AARTIDRUGS,0.10027739251040221,775.7276611328125,SMALLCAP,PHARMA,20055.47850208044,26.0
19982,2020-10-20,ALKYLAMINE,0.10027739251040221,3084.050048828125,SMALLCAP,CHEMICALS,20055.47850208044,7.0
19983,2020-10-20,ALOKINDS,0.10027739251040221,21.899999618530273,SMALLCAP,TEXTILES,20055.47850208044,916.0
19984,2020-10-20,GMMPFAUDLR,0.10027739251040221,3610.701171875,SMALLCAP,INDUSTRIAL MANUFACTURING,20055.47850208044,6.0
19986,2020-10-20,IOLCP,0.10027739251040221,677.0,SMALLCAP,PHARMA,20055.47850208044,30.0
19987,2020-10-20,LAURUSLABS,0.10027739251040221,335.83001708984375,SMALLCAP,PHARMA,20055.47850208044,60.0
19988,2020-10-20,JBCHEPHARM,0.09902912621359224,1040.0,SMALLCAP,PHARMA,19805.82524271845,19.0
19989,2020-10-20,DIXON,0.09875173370319001,9560.2998046875,SMALLCAP,CONSUMER GOODS,19750.346740638004,2.0
19974,2020-10-19,GMMPFAUDLR,0.10027739251040221,3632.295166015625,SMALLCAP,INDUSTRIAL MANUFACTURING,20055.47850208044,6.0
19970,2020-10-19,ADANIGREEN,0.10027739251040221,702.7999877929688,LARGE,POWER,20055.47850208044,29.0
19971,2020-10-19,AARTIDRUGS,0.10027739251040221,769.35205078125,SMALLCAP,PHARMA,20055.47850208044,26.0
19972,2020-10-19,ALKYLAMINE,0.10027739251040221,3070.10009765625,SMALLCAP,CHEMICALS,20055.47850208044,7.0
19973,2020-10-19,ALOKINDS,0.10027739251040221,22.79999923706055,SMALLCAP,TEXTILES,20055.47850208044,880.0
19975,2020-10-19,GRANULES,0.10027739251040221,391.4454345703125,SMALLCAP,PHARMA,20055.47850208044,51.0
19976,2020-10-19,IOLCP,0.10027739251040221,673.7999877929688,SMALLCAP,PHARMA,20055.47850208044,30.0
19977,2020-10-19,LAURUSLABS,0.10027739251040221,330.99468994140625,SMALLCAP,PHARMA,20055.47850208044,61.0
19978,2020-10-19,DIXON,0.09902912621359224,9553.7001953125,SMALLCAP,CONSUMER GOODS,19805.82524271845,2.0
19979,2020-10-19,BSOFT,0.09875173370319001,190.27891540527344,SMALLCAP,IT,19750.346740638004,104.0
19969,2020-10-16,BSOFT,0.09875173370319001,189.6822662353516,SMALLCAP,IT,19750.346740638004,104.0
19968,2020-10-16,DIXON,0.09902912621359224,9261.7001953125,SMALLCAP,CONSUMER GOODS,19805.82524271845,2.0
19967,2020-10-16,LAURUSLABS,0.10027739251040221,325.112548828125,SMALLCAP,PHARMA,20055.47850208044,62.0
19966,2020-10-16,IOLCP,0.10027739251040221,700.6500244140625,SMALLCAP,PHARMA,20055.47850208044,29.0
19965,2020-10-16,GRANULES,0.10027739251040221,387.3980407714844,SMALLCAP,PHARMA,20055.47850208044,52.0
19964,2020-10-16,GMMPFAUDLR,0.10027739251040221,3538.421142578125,SMALLCAP,INDUSTRIAL MANUFACTURING,20055.47850208044,6.0
19963,2020-10-16,ALOKINDS,0.10027739251040221,23.20000076293945,SMALLCAP,TEXTILES,20055.47850208044,864.0
19962,2020-10-16,ALKYLAMINE,0.10027739251040221,3096.75,SMALLCAP,CHEMICALS,20055.47850208044,6.0
19961,2020-10-16,AARTIDRUGS,0.10027739251040221,787.2833251953125,SMALLCAP,PHARMA,20055.47850208044,25.0
19960,2020-10-16,ADANIGREEN,0.10027739251040221,705.3499755859375,LARGE,POWER,20055.47850208044,28.0
19951,2020-10-15,AARTIDRUGS,0.10027739251040221,795.6015014648438,SMALLCAP,PHARMA,20055.47850208044,25.0
19952,2020-10-15,ALKYLAMINE,0.10027739251040221,3092.89990234375,SMALLCAP,CHEMICALS,20055.47850208044,6.0
19954,2020-10-15,GMMPFAUDLR,0.10027739251040221,3521.325927734375,SMALLCAP,INDUSTRIAL MANUFACTURING,20055.47850208044,6.0
19950,2020-10-15,ADANIGREEN,0.10027739251040221,704.25,LARGE,POWER,20055.47850208044,28.0
19953,2020-10-15,ALOKINDS,0.10027739251040221,22.95000076293945,SMALLCAP,TEXTILES,20055.47850208044,874.0
19955,2020-10-15,GRANULES,0.10027739251040221,379.9529113769531,SMALLCAP,PHARMA,20055.47850208044,53.0
19956,2020-10-15,IOLCP,0.10027739251040221,720.3499755859375,SMALLCAP,PHARMA,20055.47850208044,28.0
19957,2020-10-15,LAURUSLABS,0.10027739251040221,314.8437194824219,SMALLCAP,PHARMA,20055.47850208044,64.0
19958,2020-10-15,DIXON,0.09902912621359224,8924.849609375,SMALLCAP,CONSUMER GOODS,19805.82524271845,2.0
19959,2020-10-15,NAVINFLUOR,0.09875173370319001,1996.6336669921875,MIDCAP,CHEMICALS,19750.346740638004,10.0
19944,2020-10-14,GMMPFAUDLR,0.10027739251040221,3565.11376953125,SMALLCAP,INDUSTRIAL MANUFACTURING,20055.47850208044,6.0
19940,2020-10-14,ADANIGREEN,0.10027739251040221,725.4500122070312,LARGE,POWER,20055.47850208044,28.0
19941,2020-10-14,AARTIDRUGS,0.10027739251040221,817.4676513671875,SMALLCAP,PHARMA,20055.47850208044,25.0
19942,2020-10-14,ALKYLAMINE,0.10027739251040221,3178.949951171875,SMALLCAP,CHEMICALS,20055.47850208044,6.0
19943,2020-10-14,ALOKINDS,0.10027739251040221,22.5,SMALLCAP,TEXTILES,20055.47850208044,891.0
19945,2020-10-14,GRANULES,0.10027739251040221,384.05023193359375,SMALLCAP,PHARMA,20055.47850208044,52.0
19946,2020-10-14,IOLCP,0.10027739251040221,730.9500122070312,SMALLCAP,PHARMA,20055.47850208044,27.0
19947,2020-10-14,LAURUSLABS,0.10027739251040221,324.46453857421875,SMALLCAP,PHARMA,20055.47850208044,62.0
19948,2020-10-14,DIXON,0.09902912621359224,9317.75,SMALLCAP,CONSUMER GOODS,19805.82524271845,2.0
19949,2020-10-14,BSOFT,0.09875173370319001,199.02964782714844,SMALLCAP,IT,19750.346740638004,99.0
19935,2020-10-13,IOLCP,0.10041608876560333,736.4000244140625,SMALLCAP,PHARMA,20083.217753120665,27.0
19930,2020-10-13,ADANIGREEN,0.10041608876560333,705.0999755859375,LARGE,POWER,20083.217753120665,28.0
19931,2020-10-13,AARTIDRUGS,0.10041608876560333,796.1494140625,SMALLCAP,PHARMA,20083.217753120665,25.0
19932,2020-10-13,ALKYLAMINE,0.10041608876560333,3097.85009765625,SMALLCAP,CHEMICALS,20083.217753120665,6.0
19933,2020-10-13,ALOKINDS,0.10041608876560333,21.450000762939453,SMALLCAP,TEXTILES,20083.217753120665,936.0
19934,2020-10-13,GMMPFAUDLR,0.10041608876560333,3611.2509765625,SMALLCAP,INDUSTRIAL MANUFACTURING,20083.217753120665,6.0
19937,2020-10-13,GRANULES,0.09930651872399446,393.1943054199219,SMALLCAP,PHARMA,19861.30374479889,51.0
19938,2020-10-13,DIXON,0.09902912621359224,9020.150390625,SMALLCAP,CONSUMER GOODS,19805.82524271845,2.0
19939,2020-10-13,BSOFT,0.09875173370319001,202.1123046875,SMALLCAP,IT,19750.346740638004,98.0
19936,2020-10-13,LAURUSLABS,0.10041608876560333,326.40863037109375,SMALLCAP,PHARMA,20083.217753120665,62.0
19924,2020-10-12,GMMPFAUDLR,0.10041608876560333,3560.614990234375,SMALLCAP,INDUSTRIAL MANUFACTURING,20083.217753120665,6.0
19929,2020-10-12,NAVINFLUOR,0.09875173370319001,2041.14306640625,MIDCAP,CHEMICALS,19750.346740638004,10.0
19928,2020-10-12,DIXON,0.09902912621359224,8453.650390625,SMALLCAP,CONSUMER GOODS,19805.82524271845,2.0
19927,2020-10-12,GRANULES,0.09930651872399446,392.74456787109375,SMALLCAP,PHARMA,19861.30374479889,51.0
19926,2020-10-12,LAURUSLABS,0.10041608876560333,331.0943908691406,SMALLCAP,PHARMA,20083.217753120665,61.0
19925,2020-10-12,IOLCP,0.10041608876560333,734.0499877929688,SMALLCAP,PHARMA,20083.217753120665,27.0
19923,2020-10-12,ALOKINDS,0.10041608876560333,22.450000762939453,SMALLCAP,TEXTILES,20083.217753120665,895.0
19922,2020-10-12,ALKYLAMINE,0.10041608876560333,3103.85009765625,SMALLCAP,CHEMICALS,20083.217753120665,6.0
19921,2020-10-12,AARTIDRUGS,0.10041608876560333,882.6180419921875,SMALLCAP,PHARMA,20083.217753120665,23.0
19920,2020-10-12,ADANIGREEN,0.10041608876560333,671.5499877929688,LARGE,POWER,20083.217753120665,30.0
19912,2020-10-09,ALKYLAMINE,0.10041608876560333,3221.800048828125,SMALLCAP,CHEMICALS,20083.217753120665,6.0
19913,2020-10-09,ALOKINDS,0.10041608876560333,23.60000038146973,SMALLCAP,TEXTILES,20083.217753120665,851.0
19914,2020-10-09,GMMPFAUDLR,0.10041608876560333,3630.295654296875,SMALLCAP,INDUSTRIAL MANUFACTURING,20083.217753120665,6.0
19911,2020-10-09,AARTIDRUGS,0.10041608876560333,980.6425170898438,SMALLCAP,PHARMA,20083.217753120665,20.0
19910,2020-10-09,ADANIGREEN,0.10041608876560333,683.9500122070312,LARGE,POWER,20083.217753120665,29.0
19915,2020-10-09,IOLCP,0.10041608876560333,731.8499755859375,SMALLCAP,PHARMA,20083.217753120665,27.0
19916,2020-10-09,LAURUSLABS,0.10041608876560333,325.5611877441406,SMALLCAP,PHARMA,20083.217753120665,62.0
19918,2020-10-09,DIXON,0.09902912621359224,8490.349609375,SMALLCAP,CONSUMER GOODS,19805.82524271845,2.0
19919,2020-10-09,NAVINFLUOR,0.09875173370319001,1973.2313232421875,MIDCAP,CHEMICALS,19750.346740638004,10.0
